"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","AREA_ID"
"1",-0.0930512153212768,2.4204730232376,1.13656070421948,-0.335972002589363,0.834853413210188,0.600814448602817,-0.0677815996949318,-0.134213488128768,0.253132738746041,-7.32775751985629e-16,35
"2",-2.25537062810035,-0.0944477203235355,0.623428066778611,1.30958342642324,-0.145853282737943,1.03426733320768,0.762770084302196,-0.227486294387825,0.119193639641182,-8.83857411699872e-16,36
"3",-4.31337960060571,1.79117206157196,4.62734674345337,-1.46990097100252,0.896528108886441,0.138864086405579,-0.226027573286283,0.0483668255826294,-0.293992405171611,-1.66449103421698e-15,37
"4",-2.06712689734363,1.04798270155225,0.941430314333449,0.430835924118177,0.247540526367807,0.659158059860389,0.368527047396225,-0.177032125490125,-0.0140806793693947,-8.04191876084765e-16,38
"5",0.588512293655897,1.6108233197489,-0.0908640283399226,0.596288287617218,0.466799624828582,0.646730937491399,0.226677418503731,-0.0639758998366554,-0.257944357908875,7.493763370187e-16,39
"6",2.57692055392389,0.424055162556246,0.531197082888622,-0.243390382096634,-0.680970045653497,-0.0504033273295539,0.340373589915254,0.147631067753702,0.0344840445690364,4.72222054060473e-16,4
"7",-5.57837801956977,-0.188099497118616,1.10033824160435,0.678757902808158,0.35412900788281,-0.806624832861353,-0.324287150474102,0.190056180156814,-0.168388574668181,1.93193435636115e-16,40
"8",1.85986273240663,1.49299078913613,0.361997304132062,0.4306931548394,1.07200074873209,-0.00841540578940009,-0.269986908845419,-0.284832792567747,0.752932787237783,-7.18643387588494e-16,41
"9",-2.00457840829616,0.883545634821787,-0.309188812742642,0.850769861847743,0.111965949014777,0.0970960191628749,-0.432263434862332,-0.228070328359171,0.106227174183784,7.89608551422061e-16,42
"10",1.44115624720574,0.334540783676193,-0.0184593016418381,-0.134794893542615,-0.113057975377586,0.0474855550214318,0.0815013763616892,-0.195364863199369,0.221861104513398,-5.32419642017689e-16,1
"11",1.81299401033315,-0.229685134816339,0.448753708256127,0.226407271166774,0.288491835413958,-0.764885716403938,0.254766793745518,0.184773132081813,0.0779376439097138,4.27655929943497e-16,11
"12",1.97361416769613,-0.958028356772021,0.196170560386053,1.57116711737434,-0.0136670135825149,-0.299007223121069,0.0123505008856885,0.171017699686053,-0.0087163949668816,-1.0355316999994e-15,12
"13",2.26980880891377,-0.0769303892717568,-0.842911023835906,0.92324855657839,0.33802172262925,-0.197697365838942,-0.37069829879066,0.245704621768904,0.00931116963410795,-5.28397757988208e-16,13
"14",0.951890580679055,-1.34253209578606,-0.0564549507326539,-0.155270931203095,-0.0575297367372141,0.370466684244358,-0.0218936615712576,0.113910981324517,0.128046087324437,2.43306285950903e-16,14
"15",1.71758522107594,-0.767547833658199,-0.228638407041608,-0.220381419420146,-0.222470817361574,-0.0238995534223329,-0.0185727617850478,0.0952871861326989,0.0304552111301476,8.31150932709177e-17,15
"16",1.52862196120763,-1.05423833066776,0.350094882355698,-0.241922292521417,-0.0540861812920734,-0.0208152477354032,-0.00046069839888279,-0.0784956387827068,-0.0944072320146979,2.44758007529982e-16,16
"17",2.54878577227108,-0.247738383198918,0.117008474063281,0.301800010946903,-0.0449779697460078,-0.404836613101941,-0.063210298645917,-0.0651949851193107,-0.0571109394772685,-5.19810587230522e-16,17
"18",1.05884895753027,-1.56137919379295,-1.2113965480456,-0.427478501831422,-0.31088704813812,-0.114929552762859,0.113095158073315,0.100062873437303,0.0180643084131614,5.62490049181827e-16,18
"19",-0.355340784057309,-2.63556984976839,-0.478466913121251,-0.66611512379849,-0.0265322776744418,0.501273379967849,-0.0302485212825347,0.163402382345798,0.0722899653886068,9.45572982273557e-17,19
"20",0.89987325558891,-0.905962495495973,0.36501876538095,0.96713615801119,-0.134971618319882,0.0712259096995794,0.254562581511752,0.280750662460701,0.127074781748507,-3.42148674406519e-16,2
"21",-0.501969303088447,-2.42369408415533,-0.268144797383169,-1.26727530824594,0.683166914512929,0.368180272107797,0.0321328213602075,0.259926243839339,0.0695673559935143,6.36313686794053e-17,20
"22",1.40553533847755,-1.29893399725467,-0.259966934076914,-1.04891748629104,-0.352001608105304,-0.413297295576525,0.214528110986031,-0.180223838408125,-0.0490579940409887,5.9762649360298e-16,21
"23",1.76988458388702,-0.681073284409705,-0.224287722722256,-1.02578846707256,-0.763896934448427,-0.268094083823353,0.346082471352442,-0.160482866865844,0.069571972716806,-2.7520137137188e-16,22
"24",-2.20232561690475,-1.4200583316424,-0.283114571051366,-0.326532090132413,-0.0720959630763353,0.229941812102134,-0.262093311422171,0.130144503344412,0.0249594890351289,-1.811482815441e-17,23
"25",2.29666050290015,0.442502552886061,0.331457249255023,-0.842904677508109,-0.580648034197095,-0.120302912659657,0.233605698912486,0.0127786798532217,0.00196232270772257,-4.41425657923525e-16,24
"26",-2.52309649336441,0.757838849365713,-0.460184834797922,-0.024787886099094,-0.0303159986242529,-0.122720310398709,0.172858785046244,0.0478442447113826,0.0700141637809799,1.73976795566312e-16,25
"27",-5.06131962554689,0.568708486345971,0.0278352631396143,-0.34718744892823,-0.193245843763146,-1.04666477174538,0.0106063445004127,0.313665229646073,0.135452176121909,6.35286461151395e-16,26
"28",-3.91504519181549,0.375660476259026,1.01305022772685,0.0173562758129071,-1.14076940789232,0.219708671793933,-0.344032538986385,-0.14871276543138,0.0595514362122055,5.9484804918588e-16,27
"29",1.34485058373741,1.51837582346975,0.496609811951936,-0.395372731166495,0.0821622546739237,-0.0265117845336979,-0.255806565410856,-0.0179123232708367,0.303230933967485,-1.48887609616068e-15,28
"30",-4.43858531508677,0.122417782350553,0.249839599536612,-0.144767818017205,-0.763413334886971,-0.378949267468492,-0.00860126536650344,0.0745783182786588,0.207420669968293,4.45970626906066e-17,29
"31",2.98863992601099,1.98768875019,-0.0631865047482969,-0.798410604985411,-0.237369456591125,-0.0614851566743015,0.0620924440457993,0.0943274394739822,-0.178240321605276,6.98951132919275e-16,3
"32",-0.435773450504262,-2.78659818423749,0.155385292486693,-1.11977435944305,-0.231749224295493,0.249165491753119,0.173067042369897,-0.343605191211983,0.144071335807307,4.44478868463163e-16,30
"33",0.739899320227285,-1.97653314898357,-0.398178455445657,-0.832568714814276,0.204643645829856,0.446703960260565,-0.383268157126847,-0.122512520014385,-0.23134833666466,7.80246976954543e-16,31
"34",2.06656345463074,1.58834022250299,0.616091577232443,-0.697477419669781,-0.82875856924244,0.493173547078323,0.495060685267585,0.270331737785489,-0.0483194627187796,8.64029293150376e-17,33
"35",1.83240642925447,0.803810279035054,-0.887928428699386,1.12748337028798,-0.56211251932614,1.07793984002472,-0.719146479295712,0.81144273110008,0.022995630244576,2.91731891225063e-16,34
"36",2.71210236099082,-0.210766275548522,0.607711514661772,1.01063052414638,-0.0145709829999,-0.453940277000259,-0.0228668419472728,-0.0334069526281954,-0.151601134706916,-6.95913084468893e-16,10
"37",3.79018521000638,2.5683351194091,0.0701947970515661,-1.10106034020089,-0.374648072807657,-0.333033985800617,0.00697551724171119,0.171896899512771,-0.0605270619635032,8.78576204735065e-17,8
"38",3.71663848504808,2.66976205936045,0.321225992442711,-0.392975839469683,-0.0795263131787192,0.0235163071729806,-1.31024576938764,-0.222515331152612,0.14113948520936,3.73455400495706e-16,32
"39",-1.96838309741775,1.53528704207646,-0.306808369893391,0.1940618080253,-0.226755586560637,0.297548549353662,-0.184040588767779,-0.139438111779208,-0.168786216888444,4.44711834542366e-17,43
"40",-1.54408871494818,2.01475192289762,-0.644817245536144,-0.0301681445612532,-0.343934518545087,0.35571083825895,-0.155194193649673,-0.125915835275959,-0.256384061611727,6.68521676185759e-16,44
"41",-0.363711541268552,2.69408878819311,-1.65252273037809,-0.213354027469543,0.054999831697997,0.206428920974716,0.160499329494878,-0.0164770117939798,-0.318076616755437,1.0789756992006e-15,45
"42",-2.75804952028439,0.598062336130885,0.145969047834757,-0.541573063737386,0.718151153152872,-0.708331871030154,-0.13126479255888,0.032918384743277,-0.0114920686025562,-2.1730892956847e-16,46
"43",-1.33515111281087,2.24619467103555,-1.52374193691123,0.0141697565198139,0.187233144085221,-0.00157021431441345,-0.0190833472894238,-0.108829999511549,0.0500193031042131,2.64006731816988e-16,47
"44",-0.106513765521023,2.71098523253458,-1.2380453115432,0.0656945493816893,1.00910288154362,0.161389452204558,0.00464443221821095,-0.0912303502260536,-0.321550687840801,2.21235614939674e-16,48
"45",-1.85660614704589,1.34735650801946,-1.05935154612915,0.234490562133475,-0.59451730911997,0.346384207718165,0.203258996701455,-0.126954453724608,0.0315402922330554,1.52736164425786e-16,49
"46",2.63603545920619,-0.377734809249599,1.49722280013249,0.756891314558836,-0.395719274689846,0.0307012759979195,0.24289909863415,-0.0994042566814744,-0.20873580324085,-1.13849234018939e-15,5
"47",-0.898971235743276,2.00049074061582,-0.591040797232825,-0.523642877401314,0.309992530241245,-0.0667922783908002,0.236777341370307,0.0280068258567172,-0.129094121775127,5.84405602468701e-17,50
"48",-1.16324446379746,0.191747663391983,-1.04098993546165,-0.148221318449435,0.375124945052754,-0.185890222607232,-0.0361907133113283,-0.0551536792311289,-0.063995460020895,5.73886797251431e-16,51
"49",0.132444521940576,-3.4476864642762,-0.21484952458293,-0.0424236494850367,-0.252720696876515,-0.141112543334498,-0.145792932458446,-0.432812101480502,-0.182977644441641,4.12387953041252e-16,52
"50",-1.88205863387938,1.04156372633039,-0.814278680733718,0.472954002437126,0.15036885918713,0.183257596698522,0.361762650681511,-0.118793137270116,0.134112238375491,2.75369159157814e-16,53
"51",-5.183705112502,-2.07600967677089,0.531232645138665,2.53640354406737,-0.729694745118077,0.280400333084017,-0.201082756731079,-0.118878621468235,-0.178530646741217,-1.15555893704746e-16,54
"52",1.07152775679976,-1.22682976511156,0.369203629131388,-0.592640823509286,0.218805987467251,-0.676870168497977,0.168928193261618,-0.140542562773905,-0.217575338886762,4.58204310458436e-17,55
"53",1.63575281707073,-1.11063568691186,0.466930151692301,-0.0495832918522506,-0.131000809633279,0.061669482102588,0.0702410809780591,-0.144682098632157,-0.0574568050323016,1.09133958336907e-16,56
"54",0.27735492017244,-2.5428862867588,0.0856932283751618,-0.42973631519325,0.0219333709804779,0.234230057591553,-0.241058829467276,-0.121727770791939,-0.108061166575055,-3.7227005732853e-16,57
"55",-0.22161747665337,-3.13366825551242,-0.49160473574832,-0.39203204078677,0.180448145608169,0.0790855340624183,-0.215763952764998,-0.101369898940731,-0.0377633020437333,6.10962064595883e-16,58
"56",0.275416886278798,-1.68825208276688,0.226909023502545,-0.303474467646997,0.310714625486238,0.239730819968411,0.0484406797959557,0.268006899723267,-0.0203884814219261,7.45631400342311e-16,59
"57",4.07066360363454,1.53088245102181,0.516275968109027,-0.213468964969744,-0.708434075700262,0.0429763005038555,-0.0443508737214013,-0.0615061061200141,-0.167873735791601,-5.72176356386356e-16,6
"58",1.12937842788681,-0.212710044267975,1.8561923457051,-0.221955857200842,0.42117773517665,0.569739471991772,0.298381083161093,0.392291043149846,0.192286633579946,-1.12767530070015e-15,60
"59",-1.83025285759629,-2.25219467690267,0.0330777221620119,-0.651593985601457,-0.656204617457193,-0.17084337121176,0.247534123525263,0.00479255901133987,0.218220951703064,-7.61013461002763e-18,61
"60",0.345822075868677,-2.47100462676182,-0.87470953791326,-0.325452910444271,0.804577146880704,-0.176220050193008,-0.29504309522245,-0.0403642470696484,0.023769041037769,2.17567447073709e-16,62
"61",-0.572119842699899,-3.39268290921376,-0.715953397468842,-0.408367098891113,0.209667529480396,0.443238597494311,-0.259779006687892,-0.0441666145313299,-0.0229927998045804,1.21307080701829e-15,63
"62",1.15867294232514,-1.45154184778836,0.284758815032285,-0.101676753428608,0.245703460536941,-0.196754389492048,0.179041507665088,0.0374661317392818,-0.0181468817769769,-5.52271239814626e-16,64
"63",-0.102146647371168,-2.61070545460937,-0.539864090355686,-0.226604339740154,0.913621807630498,0.15339676503471,-0.182434479028786,0.151451560282881,-0.0988164157688505,-3.07835181457675e-16,65
